"Grab";"Bestattungsnummer";"Bestattungsbezeichnung";"Bestattungsbeschreibung";"Bestattungsmodus";"Bestattungsausrichtung";"Bestattungserhaltung";"Bestattungslage"
2819;2784;"Brandbestattung";"Leichenbrand, 40-60jährig, schwache Tendenz Mann";3;9;3;11
2820;2785;"Brandbestattung";"Leichenbrand eines 50-70jährigen Individuums";3;9;2;11
2821;2786;"Brandbestattung";"Leichenbrand; 40-60jährig, Tendenz Mann";3;9;3;6
2822;2787;"Brandbestattung";"Leichenbrand in umgedrehter Urne und (mehr) in Verfüllung; 30-40jährig; Tendenz Mann";3;9;2;1
2823;2789;"Brandbestattung";"Leichenbrand";3;9;3;11
2824;2788;"Brandbestattung";"Leichenbrand";3;9;3;11
2825;2790;"Brandbestattung";"Leichenbrand";3;9;3;11
2826;2791;"Brandbestattung";"Leichenbrand [nach Armring Kindergrab]";3;9;3;11
2827;2792;"Brandbestattung";"Leichenbrand unter umgedrehter Urne";3;9;3;11
2828;2793;"Brandbestattung";"Leichenbrand";3;9;3;11
2829;2794;"Brandbestattung";"Leichenbrand";3;9;3;11
2830;2795;"Körperbestattung";"Mäßig erhaltenes Skelett [nach L. mind. juvenil]";2;13;2;1
2830;2955;"Brandbestattung";"Leichenbrand [zugehörig]";3;9;3;11
2831;2796;"Körperbestattung";"Skelett eines ""Embryos""";2;9;3;11
2832;2797;"Brandbestattung";"Leichenbrand, einerseits als abdeckende Schicht und andererseits mit Bronzeresten vermischt; weiblich, (früh)adult [hier wohl 20-30jährig]";3;9;2;11
2834;2798;"Brandbestattung";"Leichenbrand, größtenteils in Urne";3;9;3;11
2836;2799;"Brandbestattung";"Ausgelesener Leichenbrand in Urne";3;9;2;1
2837;2800;"Körperbestattung";"Körperbestattung";2;9;3;11
2838;2801;"Brandbestattung";"Leichenbrand in Urne";3;9;3;11
2840;2802;"Brandbestattung";"Leichenbrand in Grube [in Gefäß?]";3;9;3;11
2841;2803;"Brandbestattung";"Leichenbrand, um Gefäß konzentriert";3;9;3;11
2842;2804;"Brandbestattung";"Leichenbrand";3;9;3;4
2843;2805;"Brandbestattung";"Leichenbrand, um [in?] Keramikgefäß";3;9;3;11
2844;2806;"Körperbestattung";"Skeeltt einer 40-45jährigen Frau";2;9;3;11
2845;2807;"Körperbestattung";"Gut erhaltenes Skelett [nach Augenschein mindestens juvenil]; mit leicht angewinkeltem linkem Bein und offensichtlich stark angewinkeltem linkem Unterarm";2;9;2;4
2860;2808;"Körperbestattung";"Skelett [nicht erhalten]; angeblich WSW-ONO-orientiert";2;9;3;11
2861;2809;"47";"Skelett, wahrscheinlich weiblich, senil";2;9;3;11
2865;2810;"24";"Skelett, angeblich S-N-orientiert; senil, männlich [Zuweisung ist nicht ganz sicher, da Benennung bei Ehrhardt verwirrend]";2;9;3;11
2866;2811;"Körperbestattung";"Skelett [Erhaltung?]";2;9;3;11
2867;2812;"Körperbestattung";"Angeblich Kinderskelett";2;9;3;11
2868;2813;"Körperbestattung";"Angeblich Kinderskelett";2;9;3;11
2869;2814;"153";"Gut erhaltenes Skelett [aber Position?]; männlich, über 50jährig";2;9;3;11
2869;2815;"154";"Schlecht erhaltenes Skelett; etwa 6jährig";2;9;3;11
2870;2816;"50";"Skelett, recht gut erhalten [Orientierung nach SSO mit starker Tendenz nach SO]; wahrscheinlich weiblich, 17-18jährig; linker Untearm stark angewinkelt, Handknochen lagen unter Schädel; rechter Arm leicht angewinkelt unter Becken/Wirbelsäule liegend";2;13;1;1
2871;2817;"51";"Gut erhaltenes Skelett, 4-5jährig; Skelett ""mit leicht angezogenen Beinen fast eingezwängt in der Grube. Der linke Arm lag gestreckt am Körper, auf dem angewinkelten rechten Arm ruhte der Kopf.""";2;5;1;1
2872;2818;"52";"Mäßig erhaltenes Skelett, juvenil, unter 17jährig, weiblich";2;5;3;1
2874;2820;"Körperbestattung";"Wenige Skelettreste [nicht genau zuordbar]";2;9;3;11
2875;2821;"55";"Mäßig erhaltenes Skelett; anscheinend weiblich, um 50jährig, linker Arm gestreckt auf linker Beckenschaufel liegend, rechter Arm leicht angewinkelt in Beckenregion [Position des linken Arm wohl auf enge Grabgrube zurückzuführen]";2;7;1;1
2875;2931;"Brandbestattung";"Leichenbrand, oberhalb der Körperbestattung ausgestreut; adult oder älter";3;9;3;11
2876;2822;"56";"Mäßig erhaltenes Skelett, weiblich; nach Schädel adult, nach Abkauungsgrad der Zähne und Symphyse um 60jährig, insgesamt nach Ehrhardt matur; Skelett in gestreckter rechter Seitenlage mit stark angewinkelten Armen; rechtes Bein leicht angezogen, linkes in";2;14;1;1
2877;2823;"57";"Relativ gut erhaltenes Skelett, 11-13jährig (infans II); Arme rechtwinklig in Brustgegend liegend, ""wobei sich die linke Hand in Hüfthöhe unter dem Skelett befand""";2;6;1;1
2878;2824;"58a";"Schlecht erhaltenes Skelett, erwachsen [nach Mayer adult]; gut erhaltenes Skelett mit leicht nach S verschobenen Beinen und leicht angewinkeltem linkem Arm";2;7;2;1
2878;2825;"58b";"Schlecht erhaltenes Skelett, etwa 6jährig";2;9;3;11
2879;2826;"59";"Schlecht erhaltenes Skelett; männlich? über 50jährig; beide Hände auf Beckenschaufeln liegend";2;8;2;1
2880;2827;"129";"Mäßig erhaltenes Skelett, männlich?, erwachsen; Knochen nicht eindeutig von Nr. 130 zu trennen";2;9;3;11
2881;2828;"130";"Schlecht erhaltenes Skelett; weiblich? erwachsen [nach Mayer weiblich, adult; wo kommt die Bestimmung her?]; Knochen mit denen von Nr. 129 vermischt; Skelett mäßig erhalten, Füße übereinandergelegt; linker Arm auf linker Beckenschaufel liegend, rechter Ar";2;15;1;1
2882;2829;"131";"Mäßig erhaltenes Skelett; wahrscheinlich männlich, Anfang 20jährig";2;9;3;11
2883;2830;"132";"Mäßig erhaltenes Skelett; männlich?, 30-40jährig";2;9;3;11
2884;2831;"133";"Schädel; (adult bis) matur, männlich?";2;9;3;11
2885;2832;"135";"Schädel; männlich, matur";2;9;3;11
2887;2835;"Körperbestattung";"Skelett; angeblich SSW-NNO-orientiert";2;9;3;11
2888;2836;"Körperbestattung";"Skelett [Erhaltung?]";2;9;3;11
2889;2837;"Körperbestattung";"Wohl weitgehend vergangenes Skelett";2;9;4;4
2890;2838;"Brandbestattung";"Leichenbrand";3;9;3;11
2891;2839;"Brandbestattung";"Leichenbrand";3;9;3;11
2892;2840;"Brandbestattung";"Leichenbrand";3;9;3;11
2893;2841;"Körperbestattung";"Skelett [Erhaltung?]";2;9;3;11
2894;2842;"Körperbestattung";"Gut erhaltenes Skelett [nach Augenschein mindestens juvenil; Orientierung nach Text SO-NW, nach Plan S-N, nach Photo SSW-NNO]";2;14;2;11
2895;2843;"Brandbestattung";"Leichenbrand";3;9;3;11
2896;2844;"Brandbestattung";"Rechteckig abgegrenztes Leichenbrandhäufchen";3;9;2;4
2897;2845;"Brandbestattung";"Leichenbrand";3;9;3;11
2898;2846;"Körperbestattung";"""Kleinkind""";2;9;3;11
2899;2847;"Brandbestattung";"Verstreuter Leichenbrand und -konzentration; weiblich, ca. 30jährig";3;9;2;1
2899;2848;"Körperbestattung";"Wenige Knochenreste eines 4-6jährigen Kindes";2;9;3;8
2900;2850;"Brandbestattung";"Leichenbrandhäufchen, außerdem Leichenbrandsplitter in Holzkohleschicht; wohl männlich, 30-40jährig";3;9;2;1
2901;2851;"Brandbestattung";"Leichenbrandhäufchen";3;9;3;6
2902;2852;"Brandbestattung";"Leichenbrandhäufchen";3;9;3;1
2904;2853;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2905;2854;"Brandbestattung";"Etwas Leichenbrand in Brandschüttung und Grabgrube; spätjuvenil oder älter";3;9;3;11
2906;2855;"Brandbestattung";"""Leichenbrandkonzentration""";3;9;3;11
2907;2856;"Brandbestattung";"Wohl Leichenbrand";3;9;3;11
2908;2857;"Körperbestattung";"Skelett [Erhaltung? Orientierung wohl nach ONO]";2;11;3;11
2909;2858;"Körperbestattung";"Skelett [Erhaltung?], weiblich, 30-50jährig, 1,55 m groß";2;9;3;11
2910;2859;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2911;2860;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2912;2861;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2913;2862;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2914;2863;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2915;2864;"Brandbestattung";"Leichenbrand [?]";3;9;3;11
2916;2865;"Brandbestattung";"Leichenbrand";3;9;3;11
2917;2866;"Körperbestattung";"Skelett eines wenige Wochen/Tage alten Säuglings";2;9;3;11
2921;2871;"Brandbestattung";"Leichenbrand in Urne und [wohl zugehörig] wenige Partikel oberhalb der Grube";3;9;2;6
2922;2872;"Brandbestattung";"Leichenbrand in Urne";3;9;2;8
2923;2873;"Brandbestattung";"Verstreuter Leichenbrand";3;9;3;11
2924;2874;"Brandbestattung";"Leichenbrand in Urne";3;9;3;11
2925;2875;"Brandbestattung";"Leichenbrand";3;9;2;8
2927;2876;"Brandbestattung";"Leichenbrandpartikeln in den Scheiterhaufenresten außerhalb der Kammer";3;9;3;11
2928;2877;"Brandbestattung";"Leichenbrand in Urne";3;9;3;11
2929;2878;"Brandbestattung";"Leichenbrand in Urne";3;9;2;6
2932;2880;"Brandbestattung";"Verzogener Leichenbrand";3;9;3;11
2933;2881;"Brandbestattung";"Leichenbrand, nicht mehr in situ";3;9;3;11
2934;2886;"Brandbestattung";"Wenig verlagerter Leichenbrand";3;9;3;11
2935;2887;"Brandbestattung";"Leichenbrand in Urne";3;9;1;7
2937;2888;"Brandbestattung";"Leichenbrand, verstreut und in S-Ecke";3;9;3;6
2938;2889;"Brandbestattung";"Leichenbrand in Urne";3;9;2;5
2939;2890;"Brandbestattung";"Leichenbrand, in Urne und Scheiterhaufenresten";3;9;2;9
2940;2891;"Brandbestattung";"Leichenbrandstückchen in Scheiterhaufenresten";3;9;3;11
2942;2894;"Brandbestattung";"Leichenbrand in Urne und in Scheiterhaufenresten";3;9;2;5
2943;2896;"Brandbestattung";"Leichenbrand in Scheiterhaufenrückständen";3;9;3;11
2944;2897;"Körperbestattung";"""Säuglingsskelett"", schlecht erhalten [da Grube nur 0,45 m lang und Skelett offenbar relativ gestreckt lag, kann Invidiuum nicht viel älter als 1 Jahr gewesen sein]";2;7;3;6
2944;2898;"Brandbestattung";"Leichenbrand in Urne [wahrscheinlich auch zugehörig Leichenbrandpartikel in Scheiterhaufenresten]";3;9;2;9
2945;2899;"Brandbestattung";"bei zerscherbten Gefäßen ausgelesener Leichenbrand [ehemals in Urne?]";3;9;3;2
2946;2900;"Brandbestattung";"Leichenbrand in Scheiterhaufenresten [und Urne?]";3;9;3;11
2947;2901;"Brandbestattung";"Leichenbrand in Urne";3;9;2;5
2948;2902;"Brandbestattung";"Leichenbrand in Urne und Scheiterhaufenreste in Grubenfüllung";3;9;2;6
2949;2903;"Brandbestattung";"Ausgelesener Leichenbrand in Urne";3;9;1;2
2950;2904;"Brandbestattung";"Leichenbrand in Scheiterhaufenresten";3;9;2;11
2951;2905;"Brandbestattung";"Leichenbrand wohl in zersprungener Urne und Scheiterhaufenresten";3;9;2;2
2952;2906;"Brandbestattung";"Leichenbrand in Urne und Scheiterhaufenresten";3;9;2;6
2953;2910;"Brandbestattung";"Leichenbrand";3;9;3;2
2954;2909;"Brandbestattung";"Leichenbrand [nach Beschreibung von Gerdsen in Scheiterhaufenrückständen und konzentriert im S]";3;9;3;6
2956;1522;"Grab 83 - 2";"Körperbestattung, jüngere Bestattung, Arme in der Bauchgegend gekreuzt";2;5;2;8
2957;2912;"Körperbestattung";"Schlecht erhaltenes Skelett [angeblich W-O-orientiert]";2;9;3;11
2958;2913;"Körperbestattung";"Skelett, weiblich [angeblich mit Kopf im O]";2;9;3;11
2959;2914;"Körperbestattung";"Skelettreste";2;9;3;11
2960;2915;"Körperbestattung";"Skelett [angeblich N-S-ororientiert]";2;9;3;11
2961;2916;"Brandbestattung";"Leichenbrand in Urne";3;9;2;11
2962;2917;"Körperbestattung";"Schlecht erhaltenes Skelett [angeblich SO-NW-orientiert]";2;9;3;11
2963;2918;"Brandbestattung";"Leichenbrand [in Grube geschüttet oder in Gefäß?]";3;9;3;11
2964;2919;"Brandbestattung";"Leichenbrand in Urne";3;9;2;11
2965;2920;"Brandbestattung";"Leichenbrand in Urne";3;9;2;11
2966;2921;"Körperbestattung";"Skelettreste [angeblich NO-SW-orientiert]";2;9;3;11
2967;2922;"Körperbestattung";"Skelettreste [angeblich NO-SW-orientiert]";2;9;3;11
2968;2923;"Brandbestattung";"Leichenbrand in Urne und in Grubenfüllung";3;9;3;11
2969;2924;"Brandbestattung";"Leichenbrand in Urne und Grubenverfüllung";3;9;3;11
2970;2925;"Brandbestattung";"Leichenbrand in Grubenfüllung";3;9;2;11
2971;2926;"Brandbestattung";"Leichenbrand in Urne und Scheiterhaufenrückständen";3;9;2;11
2972;2927;"Brandbestattung";"Leichenbrand in Urne und ""Brandschutt""";3;9;2;11
2973;110;"Körperbestattung";"5-jähriges Kind, Knochen wohl teilweise verlagert";2;5;3;8
2974;2930;"Brandbestattung";"Leichenbrand [wohl nicht in Urne; gehäuft?]";3;9;3;11
2975;2932;"Individuum 1";"Mäßig erhaltenes Skelett [nach L. wohl mind. juvenil];  rechter Arm leicht abgespreizt, linker Arm rechtwinklig in Bauchgegend";2;6;1;9
2975;2933;"Individuum 2";"""Unverbrannte Knochen einer älteren Bestattung""";2;9;3;4
2976;2934;"Körperbestattung";"Skelett [angeblich SW-NO-orientiert], mit angelegten Armen und ""leicht angezogenen Knien""";2;9;3;11
2977;2935;"Körperbestattung";"""Kind"" [vermutlich Infans I gemeint]";2;9;3;11
2978;2936;"Brandbestattung";"Wohl Leichenbrand";3;9;3;11
2979;2937;"Brandbestattung";"Leichenbrand, adult(-matur)";3;9;3;11
2980;2938;"Körperbestattung";"Skelett mit extrem angehockten Beinen";2;15;3;1
2981;2939;"Brandbestattung";"Leichenbrand in Urne; weiblich, juvenil-adult";3;9;3;11
2982;2940;"Körperbestattung";"""Kind"", Skelett in rechter Hockerlage";2;8;3;11
2983;2941;"Körperbestattung";"Skelett, Hocker, auf linker Seite [laut Beschreibung ""weiblich""; woher diese Bestimmung aber kommt, bleibt unklar]";2;3;1;1
2984;2942;"Brandbestattung";"Leichenbrand";3;9;3;11
2985;2943;"Körperbestattung";"Schädel; ""jugendlich""";2;9;3;11
2986;2944;"Brandbestattung";"Gehäufter Leichenbrand; adult";3;9;2;4
2987;2945;"Brandbestattung";"Leichenbrand in Urne und auf Grubenboden; eher männlich, (früh)matur [hier wohl 40-50jährig meinend]";3;9;2;11
2988;2946;"Körperbestattung";"Skelett mit angewinkelten Beinen und anliegenden Armen; weiblich, frühadult [also wohl 20-30]";2;8;3;11
2989;2947;"Körperbestattung";"Skelett mit überkreuzten Beinen und leicht angewinkelten Armen";2;6;2;11
2990;2948;"Brandbestattung";"Leichenbrandhäufchen; (spät)matur [wohl 50-60jährig]";3;1;2;5
2991;2949;"Körperbestattung";"Sehr schlecht erhaltenes Skelett";2;9;3;11
2992;2950;"Brandbestattung";"Leichenbrand; juvenil oder älter";3;9;3;11
2993;2951;"Körperbestattung";"Skelett";2;9;3;11
2994;2952;"Körperbestattung";"Skelett [angeblich SSO-NNW-orientiert]";2;9;3;11
2995;2953;"Körperbestattung";"""Kinderbestattung"" [wohl in diesem Fall infans gemeint]";2;9;3;11
2996;2954;"Brandbestattung";"Leichenbrand";3;9;3;11
2998;2956;"Brandbestattung";"Leichenbrand in Grubenfüllung (evtl. auch in Gefäß?); eher männlich, adult oder älter";3;9;3;11
2999;2957;"Brandbestattug";"Aufgehäufter Leichenbrand";3;9;3;11
3000;2958;"Körperbestattung";"Nur Schädel erhalten, angeblich im N gelegen; evtl. Kind";2;9;3;11
3001;2959;"Brandbestattung";"Leichenbrandreste";3;9;3;11
3002;2960;"Brandbestattung";"Leichenbrand in Urne";3;9;3;11
3006;2962;"Körperbestattung";"Wenige Skelettteile, adult, fraglich männlich";2;9;3;11
3006;2979;"Brandbestattung";"Wenige Fragmente; wahrscheinlich adult";3;9;3;11
3007;2963;"Körperbestattung a";"Schlecht erhalten; adult, ca. 35 Jahre [gemeint ist wohl 30-40jährig]";2;9;3;11
3007;2965;"Körperbestattung b";"Wenige kleine Skelettreste, älter als Infans I";2;9;3;11
3007;2980;"Brandbestattung";"Wenige Fragmente; wahrscheinlich adult";3;9;3;11
3008;2964;"Körperbestattung";"Schlecht erhalten; spätadult, ca. 40jährig, männlich; mit Ulna-Fraktur";2;9;3;11
3008;2981;"Brandbestattung";"Wenige Fragmente; kein Säugling";3;9;3;11
3009;2966;"Körperbestattung";"Wenige Skelettreste; ca. 15jährig";2;9;3;11
3009;2982;"Brandbestattung";"Einige Fragmente; adult-matur, fraglich weiblich";3;9;3;11
3010;2968;"Individuum a";"Wenige Skelettreste; adult, männlich";2;9;3;11
3010;2969;"Individuum b";"Wenige Skelettreste; erwachsen, wahrscheinlich weiblich";2;9;3;11
3010;2983;"Brandbestattung";"Mehrere Leichenbrandnester, evtl. zusammengehörig; fraglich adult, fraglich weiblich";3;9;3;11
3011;2970;"Körperbestattung";"Zahnfragmente; adult";2;9;3;11
3011;2988;"Individuum b";"Leichenbrand; männlich, 30-40jährig";3;9;3;11
3011;2989;"Individuum c";"Leichenbrand; adult, eher weiblich";3;9;3;11
3011;2990;"Individuum d";"Leichenbrand; infans II";3;9;3;11
3012;2971;"Körperbestattung";"Wenige Skelettteile; ca. 2jährig";2;9;3;11
3013;2972;"Körperbestattung";"Beckenfragment; adult";2;9;3;11
3014;2973;"Individuum a";"Wenige Skelettteile; 2-2,5jährig";2;9;3;11
3014;2998;"Brandbestattung";"Mehrere Leichenbrandnester; juvenil-adult";3;9;3;11
3014;2999;"Individuum b";"Wenige Skeletteile; adult, fraglich weiblich";2;9;3;11
3015;2974;"Körperbestattung";"Wenige Skelettteile; adult, eher männlich";2;9;3;11
3015;3001;"Brandbestattung";"Mehrere Leichenbrandnester; erwachsen, wahrscheinlich männlich";3;9;3;11
3016;2975;"Körperbestattung";"Wenige Skeletteile; adult";2;9;3;11
3016;3003;"Brandbestattung";"2 Leichenbrandnester, evtl. zusammengehörig; juvenil-erwachsen";3;9;3;11
3017;2976;"Körperbestattung";"Schädelteile, älter als infans I";2;9;3;11
3018;2977;"Körperbestattung";"Schädelfragment; älter als infans I";2;9;3;11
3018;3004;"Brandbestattung";"4 Leichenbrandreste, weiblich, wahrscheinlich adult [1 Bestimmung lautete allerdings ""juvenil""]";3;9;3;11
3019;2978;"Körperbestattung";"Schädelteile; adult";2;9;3;11
3020;2985;"Brandbestattung";"Einige Leichenbrandstücke; adult, weiblich";3;9;3;11
3021;2986;"Brandbestattung";"2 Leichenbrandnester; evtl. zusammengehörig; adult, männlich";3;9;3;11
3022;2987;"Brandbestattung";"2 Leichenbrandnester; evtl. zusammengehörig; adult, eher männlich";3;9;3;11
3023;2991;"Individuum a";"Leichenbrand; männlich, adult";3;9;3;11
3023;2992;"Individuum b";"Leichenbrand; infans I";3;9;3;11
3024;2993;"Brandbestattung";"Leichenbrand; adult";3;9;3;11
3025;2994;"Brandbestattung";"3 Leichenbrandnester, evtl. zusammengehörig; ca. 25jährig [gemeint ist wohl 20-30jährig], männlich";3;9;3;11
3026;2995;"Individuum a";"Leichenbrand, adult, fraglich weiblich";3;9;3;11
3026;2996;"Individuum b";"Leichenbrand; infans I";3;9;3;11
3026;2997;"Individuum c";"Leichenbrandnester";3;9;3;11
3027;3000;"Brandbestattung";"3 Leichenbrandnester, davon 1 unter dem Steinkranz [wirklich zugehörig? Nach Leichenbrandmenge eher nicht]; adult, ca. 30jährig, weiblich";3;9;3;11
3028;3002;"Brandbestattung";"Zahlreiche Leichenbrandnester, evtl. zusammengehörig; adult";3;9;3;11
3029;3005;"Körperbestattung";"Wenige Skelettreste von 2 Fundstellen, vermutlich zusammengehörig; adult";2;9;3;11
3029;3023;"Individuum a";"Mehrere Leichenbrandnester; adult, männlich";3;9;3;11
3029;3024;"Individuum b";"Leichenbrand; erwachsen, eher weiblich";3;9;3;11
3030;3006;"Körperbestattung";"Schädelteile; 1,5jährig";2;9;3;11
3031;3007;"Körperbestattung";"Wenige Schädelteile; adult";2;9;3;11
3031;3030;"Individuum a";"Leichenbrand; ca. 4jährig";3;9;3;11
3031;3031;"Individuum b";"Leichenbrand; adult, männlich";3;9;3;11
3032;3008;"Körperbestattung";"Schienbeinfragment";2;9;3;11
3032;3032;"Individuum a";"Leichenbrand; adult, männlich";3;9;3;11
3032;3033;"Individuum b";"Leichenbrand; weiblich, ca. 25jährig [gemeint ist wohl 20-30jährig]";3;9;3;11
3033;3009;"Körperbestattung";"Tibiafragment; erwachsen";2;9;3;11
3033;3035;"Individuum a";"Mehrere Leichenbrandnester; 30-40jährig, weiblich";3;9;3;11
3033;3036;"Individuum b";"Leichenbrand; ca. 2jährig";3;9;3;11
3034;3010;"Körperbestattung";"Tibiafragment; erwachsen, fraglich weiblich";2;9;3;11
3035;3011;"Individuum a";"Schädelfragment; juvenil";2;9;3;11
3035;3012;"Individuum b";"Schädelfragment; infans II";2;9;3;11
3035;3013;"Individuum c";"Wenige Skeletteile; erwachsen, wahrscheinlich weiblich";2;9;3;11
3035;3037;"Brandbestattung";"Leichenbrand; adult";3;9;3;11
3036;3014;"Körperbestattung";"Tibiafragmente";2;9;3;11
3037;3015;"Körperbestattung";"Kein Kleinkind";2;9;3;11
3037;3039;"Brandbestattung";"Zahlreiche Leichenbrandnester, wohl zusammengehörig; weiblich, ca. 30jährig";3;9;3;11
3038;3016;"Körperbestattung";"Einige Femurstücke; adult";2;9;3;11
3038;3040;"Brandbestattung";"Mehrere Leichenbrandnester, wohl zusammengehörig; männlich, frühadult [gemeint ist wohl 20-30jährig]";3;9;3;11
3039;3017;"Körperbestattung";"Relativ gut erhalten; 1jährig";2;9;3;11
3040;3018;"Körperbestattung";"Wenige Skelettreste; adult";2;9;3;11
3041;3019;"Körperbestattung";"Wenige Unterkieferfragmente; adult";2;9;3;11
3042;3020;"Brandbestattung";"Leichenbrandreste; fraglich adult";3;9;3;11
3043;3021;"Individuum a";"Leichenbrand von verschiedenen Stellen; adult, männlich";3;9;3;11
3043;3022;"Individuum b";"Leichenbrand; infans I";3;9;3;11
3044;3025;"Individuum a";"Leichenbrand; männlich, ca. 30jährig";3;9;3;11
3044;3026;"Individuum b";"Leichenbrand; Infans I";3;9;3;11
3045;3027;"Brandbestattung";"Mehrere Leichenbrandnester, evtl. zusammengehörig; juvenil-adult";3;9;3;11
3046;3028;"Brandbestattung";"Mehrere Leichenbrandnester, evtl. zusammengehörig; juvenil-adult";3;9;3;11
3047;3029;"Brandbestattung";"Leichenbrand in und bei Gefäßen, wohl zusammengehörig; adult, wahrscheinlich weiblich";3;9;3;11
3048;3034;"Brandbestattung";"Leichenbrand, wohl in Gefäß und nahebei niedergelegt; adult, weiblich";3;9;3;11
3049;3038;"Brandbestattung";"Leichenbrand, größtenteils aus 2 Gefäßen, evtl. zusammengehörig; adult, männlich";3;9;3;11
