"Katalognummer";"Fundplatznummer";"Fundplatzcharakter";"Fundplatzbeschreibung";"X";"Y";"Lokalitätsnummer";"Gemarkung";"Flurname";"Hügelzahl";"Publikationsqualität";"Objektlokalisation";"Ältere_Hallstattzeit";"Jüngere_Hallstattzeit";"Neolithikum";"Bronzezeit";"Urnenfelderzeit";"Latènezeit";"Römische_Kaiserzeit";"Frühmittelalter";"Mittelalter";"Neuzeit"
1461;2778;1;"Gruppe von 4 Hügeln (1 Hügel etwas abgesetzt), nw von Ort, w der Bahnlinie; angeblich neolithische, hallstatt- und frühlatènezeitliche Funde";3663000;5337000;2031;;"'Brunnleitenforst', Waldabt. 'Oberer' und 'Unterer Birkeneinfang'";4;3;1;0;0;1;0;0;1;0;0;0;0
1462;2776;1;"Gruppe von 21 Hügeln, ö des s Ende der Ortschaft, s der Amper; Grabung 1892 von Naue (8 Hügel); auch römerzeitliche Funde";3665000;5335000;2031;;"'Büchelwiese'";21;3;1;0;0;0;0;0;0;1;0;0;0
1463;2779;1;"Mehrere Grabhügel, n von Ort; beim Bahnbau zerstört; hügelgräberbronze- und uk- und wohl auch hallstattzeitliche Funde";3664000;5337000;2031;;"Waldabt. 'Bögelschlag'";;3;1;0;0;0;1;1;0;0;0;0;0
1464;2003;2;"Offenbar einzelner Grabhügel, 1000 m sw von Ort auf nach NW hin abfallendem Gelände; Grabung um 1905 vom lothringischen Abbé Colbas";3539000;5470000;1846;"Aschhausen";"Wald 'Platte'";1;3;1;0;1;0;0;0;0;0;0;0;0
1465;1344;1;"Gruppe von 108 Grabhügeln, 900 m n der Kirche von Hausen; Grabungen 1857 von 12 Hügeln und 1906 (1 Hügel); Dm. 5-17 m, H. 0,2-1,3 m";3594000;5550000;1069;"Hausen";"Wald 'Forst'";108;3;1;0;0;0;0;0;0;0;0;0;0
1466;1345;1;"Gruppe von 10 Hügeln, 1500 m nw der Kirche von Ort; Grabungen 1906 von Wüstenfeld (1 Hügel); Dm. 9-13 m, H. 0,5-0,8 m";3591000;5549000;1069;"Mainberg";"Waldabt. 'Ziegelhütte', 'Dianenlust'";10;3;1;0;0;0;0;0;0;0;0;0;0
1467;710;4;"Wohl Grabfund, gefunden 1902 beim Straßenbau";3467000;5365000;713;"Oberiflingen";;;3;0;0;1;0;0;0;0;0;0;0;0
1468;2818;1;"Gruppe von 9 Hügeln, w von Ort, sw von Steingriff; angeblich hallstattzeitliche Scherben";3665000;5383000;2058;"Hagenauer Forst";"Waldabt. 'Römerhügel'";9;3;1;0;0;0;0;0;0;0;0;0;0
1469;2819;1;"Gruppe von 11 Hügeln, ö von Ort; Grabungen 1874/81 von Bahnbauingenieuren und Geometern; HaD-Funde";3671000;5384000;2058;"Rinderhof";"'Hickerholz'";11;3;1;0;1;0;0;0;0;0;0;0;0
1470;2722;1;"Gruppe von 13 Hügeln (in 2 Untergruppen), 1500 m nnö von Bartenstein, 2500 m nw von Ort, 700 m nw von Gütbach; Grabungen 1880 von Paulus und Bauer (5 Hügel)";3565000;5471000;1848;"Riedbach";"Wald 'Lenzeiche'";13;3;1;0;0;0;0;0;0;0;0;0;0
1471;1841;3;"Brandgrab, geborgen 1931 beim Hausbau";3647000;5468000;1269;;"'Weikersreuther Straße'";;3;0;0;1;0;0;0;0;0;0;0;0
1472;2002;2;"Offenbar einzelner Grabhügel, 2300 m osö von Ort; Grabungen 1920/30 vom Grundstücksbesitzer und 1931 vom Hist. Ver. f. Württ. Franken (L. Wunder); evtl. hallstattzeitlich; Lit.: Fundber. Schwaben N. F. 7, 1930-32, 31";3559000;5441000;1850;"Hessental";"Wald 'Hasenbühl'";1;3;1;0;0;0;0;0;0;0;0;0;0
1473;2917;1;"Gruppe von etw 9 verschleiften Hügeln, ca. 1000 m ö von Otterbach; Grabung 1936 von L. Wunder; uk- und evtl. hallstattzeitliche Scherben";3562000;5444000;1850;"Tüngental";"'Lehr'";9;3;1;0;0;0;0;1;0;0;0;0;0
1474;1641;3;"Wohl Grabfund (Keramik), 350 m nö der Frauenkapelle von Schwabmünchen, Baumschule Schäfer, Römerstr. 16; 1913, 1927; auch frühbronzezeitliche Funde; Literatur: OA LfD. - Schwäb. Museum 6, 1930, 83 ff. - Germania 12, 1928, 181. - Germania 35, 1957, 347";3632000;5340000;1149;;"'Baumschule Schäfer'";;3;1;0;0;0;1;0;0;0;0;0;0
1475;2001;1;"Gruppe von mindestens 12 Hügeln, 2000 m nö von Ort; Ausgrabung von 3 etwas abseits gelegenen Hügeln vom LDA; neben hallstatt- auch römerzeitliche Funde";3506000;5448000;1851;"Massenbach";"Wald 'Schinderwasen'";12;3;1;0;0;0;0;0;0;1;0;0;0
1476;3009;2;"Vermutlich Gruppe verschleifter Grabhügel; Sondierungsgrabung 1993; HaD1-Funde zweier Frauengräber, eines vollkommen zerstört (bemerkenswert daran Hohlblechhalsring aus relativ dickem Blech und mit Hakenverzierung)";3409000;5358000;2152;"Nonnenweier";"'Kleiner Rebgarten'";;3;1;0;1;0;0;0;0;0;0;0;0
1477;2062;1;"Gruppe von verschleiften Hügeln, 1600 m nnö von Gögglbach und 250 m osö bis ö von Ort; Lesefunde 1902 oder 1903, 1955 und bis 1975, mit herausgepflügten Steinen (von Steinpackungen) (u. a. Bronzeschwert)";3723000;5469000;2183;"Naabsiegenhofen";"'In der Delka'";;3;1;1;0;0;0;0;0;0;0;0;0
1478;1451;1;"Gruppe von mindestens 20 Hügeln, 1400 m nö der Kirche von Gerlachshausen; Ausgrabung G. Wilke 1906 [nach Behrends 1916] (2 Hügel), Raubgrabung 1979 (1 Hügel)";3589000;5521000;1009;"Gerlachshausen";"'Vorderes Holz'";20;3;1;0;0;0;0;0;0;0;0;0;0
1479;2535;1;"Gruppe von 6 Hügeln, 1000 m sw der Kirche von Ort; Grabungen 1905 von Pfarrer Dr. Wilke (3 Hügel); offenbar auch bronzezeitliche Funde; Dm. 10-15 m, H. 0,4-1 m";3587000;5517000;1009;"Hörblach";"Waldabt. 'Bauernholz' ('Mörderhügelschlag')";6;3;1;0;0;0;1;0;0;0;0;0;0
1480;3058;1;"Brandgräber; Lesefunde von Keramik und Leichenbrand 1982";3743000;5477000;1212;;;;3;0;0;0;0;0;0;0;0;0;0;0
1481;1753;1;"Wohl verschleifte Grabhügel mit Steinpackungen, ca. 300 m nnö von Ortsmitte und 130 m ssw des Wirtshauses; Lesefunde 1976/77, 1991, 1993, 1994, 1996, 1997 (HaC-Keramik), 1998  (u. a. Scherbe mit figürlicher Verzierung); Lit.: Beitr. Arch. Oberpfalz 3, 199";3740000;5479000;1212;"Uckersdorf";"'Horster Acker'";;3;1;1;0;0;0;0;0;0;0;0;0
1482;1754;1;"Wohl verschleifte Grabhügel, zwischen der Schwarzach und der Straße Zangenstein-Schwarzhofen auf sanft nach SW zum Fluß abfallendem Gelände; Lesefunde 1975, 1989, 1991, 1993, 1994, 1995, 1996, 1997; u. a. Melonenarmbandfragment";3741000;5479000;1212;"Uckersdorf";"'Murach Zell'";;3;1;0;1;0;0;0;0;0;0;0;0
1483;1384;1;"Gruppe verebneter Hügel, ca. 700 m nö der Kirche von Schwebheim; Ausgrabung v. Bibra 1844 (1 Hügel); wohl auch 1912 von Forstarbeitern angegraben und weitere Funde 1930; daraus auch Funde der frühen Latènezeit";3590000;5541000;1070;;"'Hüttenwasen', 'Rohräcker'";;3;1;1;1;0;0;0;1;0;0;0;0
1484;1346;1;"Brandgräber, 1300 m n der Kirche von Schwebheim; Ausgrabung Pahl 1968; HaD-Funde";3590000;5541000;1070;;"'Kammerholz'";;3;1;0;1;0;0;0;0;0;0;0;0
1485;1339;1;"Grabhügelgruppe, 2800 m s der Kirche von Schweinfurt, 2700 m w der Kirche von Gochsheim; Raubgrabungen 1912, 1917 und 1972; daraus Funde vermutlich der späten Bronzezeit und der Hallstattzeit";3589000;5544000;1076;;"Waldabt. 'Hügelgräber'";;3;1;0;0;0;0;1;0;0;0;0;0
1486;3105;1;"Grabfunde ohne genauere Lokalisation, seit 1853 im Badischen Landesmuseum Karlsruhe; u. a. Bronzeschwert";3470000;5472000;2211;;;;3;0;1;0;0;0;0;0;0;0;0;0
1487;2843;2;"Offenbar einzelner Grabhügel, ca. 500 m onö der Kirche von (Nieder-)Seeon, am w Rand des Waldes; Grabung 1906 von H. Dietl";3759000;5321000;2067;"Niederseeon";"'Eglseerholz'";1;3;1;1;0;0;0;0;0;0;0;0;0
1488;2842;1;"Gruppe von 10 Hügeln, wnw von Ort, ca. 1400 m ö der Kirche von Niederseeon, beiderseits des Weges nach Eglhart; Lesefund wohl um 1850, Grabungen von H. Dietl 1902-1906 (10 Hügel) [Dokumentation nach Kossack relativ sorgfältig, allerdings nicht publiziert]";3760000;5321000;2067;"Steinrab";;10;3;1;0;0;0;0;0;0;0;0;0;0
1489;1742;2;"Grabhügel, 900 m sö der Kirche von Ort; Grabung 1907 von Dekan Kolb. Er enthielt eine Brandbestattung mit Tongefäßen, einer Klapperkugel, einem Tonlöffel, einer ""schwarzbraunen Perle"" und einem Bronzearmband mit Rippenzier. Stufe Ha D [tatsächlich aber wo";3580000;5355000;1207;"Aufheim";"'Am Sendener Gemeindewäldl'";1;1;1;0;1;0;0;0;0;0;0;0;0
1490;1741;1;"Gruppe von 4 Hügeln, 1400 m sö der Kirche von Aufheim; von den 4 Grabhügeln (2 auf Gemarkung Aufheim, 2 auf Gemarkung Senden) wurden 1850/60 die beiden auf Gemarkung Senden ausgegraben. Zutage kamen ""Waffen, Fibeln, Perlen, schöne Helmbeschläge, eiserne L";3580000;5355000;1207;"Hittistetten, Aufheim";"'Stockach'";4;1;1;0;1;0;0;0;0;0;0;0;0
1491;907;1;"2 Grabhügel";3651000;5512000;826;;"Waldabt. 'Rosengarten'";2;3;1;0;0;0;0;0;0;0;0;0;0
1492;783;1;"Gräberfeld (Ha-Lt A), Lesefunde 1979/80 + 1995/96";3630000;5566000;789;"Dietersdorf";"'Fpl. 4 (D8)'";;3;0;0;0;0;0;0;1;0;0;0;0
1493;876;3;"Brandgrab, teilweise bereits vom Pflug erfaßt; Grabung 1983; auch Siedlungsfunde";3630000;5567000;789;"Gemünda";"'Goldberg' ('Ummerstadter Weg')";;3;1;0;0;0;0;0;0;0;0;0;0
1494;2223;1;"Gruppe von mindestens 3 Hügeln, 275 m s von Ort bei Pkt. 526; Grabung von J. Maurer angeblich in einem Hügel vor 1930";3691000;5450000;1393;;"'Hundsbuckel'";3;3;1;0;1;0;0;0;0;0;0;0;0
1495;2023;1;"Gruppe von mindestens 34 Hügeln, 1400 m ssw von Ort und 500-600 m w/wsw von Pkt. 482; evtl. Grabung von J. Naue (oder Mittelsmännern) 1890; bronze- und hallstattzeitliche Funde";3688000;5446000;1393;"Ittelhofen";"'Laugenhartwald', 'Im Grampet'";34;3;1;0;1;0;1;0;0;0;0;0;0
1496;2224;1;"Gruppe von mindestens 3 Hügeln, 650 m onö von Ort und 900 m w der Bogenmühle; Grabungen vor 1879 und vor 1893; bronze-, hallstatt- und latènezeitliche Funde; 1 Hügel Dm 11m, H. 0,9 m; übrigen Dm. 5 m, H. 0,2 m";3694000;5451000;1393;"Krappenhofen";;3;3;1;1;0;0;1;0;1;0;0;0;0
1497;2118;1;"Gruppe von zerstörten Grabhügeln, zwischen Mittersthal und Ort; angeblich Grabung von J. Naue (oder Mittelsmännern) 1891 in 3 Hügeln; auch frühlatènezeitliche Funde";3689000;5455000;1393;"Waldhausen";"'Lupenbachholz'";;3;0;0;1;0;0;0;1;0;0;0;0
1498;2139;1;"Gruppe von 9 Hügeln (in 2 Untergruppen von 6 bzw. 3 Hügeln), 1950-1750 m nnö von Daßwang und 500 m nw bis 325 m wnw von Pkt. 502,3, s und n der Bahnlinie, 500-600 m nö der Willmannsdorfer Kapelle; 4 Hügel beim Bahnbau 1873 oder früher angegraben, Nachgrab";3695000;5450000;1393;"Willmannsdorf";"'In den neun Tagwerken'";9;3;1;1;0;0;1;0;0;0;0;0;0
1499;682;4;"Mehrere Fundgruppen, wohl aus Grabhügeln, nicht lokalisierbar, evtl. vom 'Ziegelholz'";3516000;5328000;743;;;;3;0;0;0;0;0;0;0;0;0;0;0
1500;683;1;"Gruppe von 19 Hügeln, 2000 m ö von Ort, aufgeteilt in 2 Untergruppen von je 16 und 3 Hügeln; Grabungen 1850, 1855 und 1939; bronze-, uk- und hallstattzeitliche Funde; Lit.: Fundber. Schwaben N. F. 11, 1938-50, 81";3519000;5328000;743;;"'Ziegelholz'";19;3;1;1;1;0;1;1;0;0;0;0;0
1501;684;4;"Wohl Grabfund, näheres nicht bekannt";3520000;5325000;744;;;;3;0;0;1;0;0;0;0;0;0;0;0
1502;594;1;"Gruppe von Hügeln, 2400 m ssö von Ort; ein Hügel vor 1860 ausgegraben, Grabungen wohl auch 1867; HaD1, HaD3/LtA";3517000;5332000;743;"Jungnau";"'Hoppenthal'";;3;0;0;1;0;0;0;0;0;0;0;0
1503;595;2;"Grabhügel, 1500 m w von Ort; angeblich vor 1895 angegraben; HaC";3514000;5334000;743;"Jungnau";"'Saubühl' ('Sauhalde')";1;3;1;1;0;0;0;0;0;0;0;0;0
1504;596;1;"Gruppe von Hügeln, ehemals wohl in 2 Untergruppen von 18 bzw. 7 Hügeln gegliedert, 1700 m s von Ort; Grabungen von v. Hövel 1832 in beiden Gruppen und von Zingeler 1893 in einem Hügel der ersten Gruppe (zweite nicht mehr sichtbar) [Dokumentation offensich";3515000;5325000;743;"Laiz";"'Rauhaumorgen'";25;3;1;0;1;0;0;0;0;0;0;0;0
1505;3101;1;"Gruppe von 4 Hügeln, s von Ort; nach Rodung 1805 Auspflügen von Funden; Grabung 1833 von v. Hövel (1 Hügel)";3514000;5325000;743;"Laiz";"'Stockäcker' (?)";4;3;1;0;0;0;0;0;0;0;0;0;0
1506;2641;1;"Gruppe von 37-40 Hügeln, 300 m n von Ort; aus alten Grabungen von M. Härtl soll hallstattzeitliche Keramik stammen (vor 1904 und 1913)";3776000;5390000;2137;"Hanslhub";"'Obermayerholz'";37;3;1;0;0;0;0;0;0;0;0;0;0
1507;2983;3;"Brandgrab, im s von Ort in Neubaugebiet, oberhalb der ehemaligen Bahnlinie; entdeckt bei planmäßiger Grabung 1997 (allerdings bereits weitgehend zerstört)";3775000;5392000;2137;"Haunersdorf";;;3;1;0;0;0;0;0;0;0;0;0;0
1508;2964;1;"Gruppe von mindestens 11 verschleiften Hügeln, auf der Hochfläche der Frankenalb nnw des Ortes, in einer über 300 m sich erstreckende Reihe von SSW nach NNO angelegt; Lesefunde im Acker 1993, Grabung 1994 (3 Hügel), weitere Lesefunde 1996, Grabung 1997 (1";3667000;5502000;2128;"Oberndorf";"'Höhefeld'";11;2;1;1;1;0;0;0;0;0;0;0;0
1509;1792;1;"Gruppe von mehr als 20 Hügeln (nach Dannheimer 22 Hügel) 2000-2300 m sö der Kirche von Ort, beiderseits der Straße nach Großharbach; Grabungen 1904 von Schlenker, in 2 Hügeln von G. Hock 1913 und von W. und H. Dannheimer 1953 in 4 Hügeln, Lesefunde 1947, ";3582000;5483000;1245;"Equarhofen";"'Hut', 'Giggeritz'";22;3;1;0;1;0;0;0;0;0;0;0;0
1510;1791;1;"Gruppe von 23 Hügeln ca. 2200 m s der Kirche von Ort, w der Straße nach Neustett; Grabung von G. Hock 1913 in 2 Hügeln";3581000;5483000;1245;"Equarhofen";"Waldabt. 'Birken'";23;3;1;0;1;0;0;0;0;0;0;0;0
1511;1793;1;"Gruppe von ca. 25 Hügeln etwa 500-800 m w der Kirche von Ort, s der Straße nach Equarhofen; Untersuchung eines Hügels von G. Hock 1933";3582000;5486000;1245;"Hohlach";"'Spitalwald'";25;3;1;0;1;0;0;0;0;0;0;0;0
1512;543;3;"Körperbestattung, im Steinbruch an der sö Ecke des Berges, am nö Ortsrand; entdeckt 1948";3496000;5396000;696;"Darmsheim";"'Bruckenberg'";;3;1;0;1;0;0;0;0;0;0;0;0
1513;544;1;"Gruppe von ehemals 6 Hügeln, im Gemeindewald, 1000 m nw von Ort; Grabungen von v. Hölder in 3 Hügeln 1866-68 [nach Kurz ist Dokumentation sehr kritisch zu bewerten]; Lit.: Schr. Württ. Altver. 1 7, 1866, 78ff.";3495000;5396000;696;"Darmsheim";"'Eichelberg'";6;3;1;0;1;0;0;0;0;0;0;0;0
1514;545;1;"Gruppe von 3 Hügeln, ca. 2200 m w von Ort, am N-Hang des Waldes; Grabungen in 2 Hügeln von v. Hölder 1866-68 [nach Kurz Dokumentation sehr kritisch zu bewerten]";3493000;5395000;696;"Darmsheim";"'Ochsenhau'";3;3;1;0;1;0;0;0;0;0;0;0;0
1515;1992;1;"Ausgedehntes Gräberfeld, n der Altstadt auf der Terrasse oberhalb der Ach-Niederung; rege Tätigkeit von A. Funk ab 1925; Grabung von G. Kraft 1929, weitere Grabungen 1950-1958 (1960 und 1983 im Bereich der Siedlung 'Mühlenzelgle') (insgesamt ca. 65 Ha-Grä";3488000;5292000;1859;;"Singener Nordstadt ('Rußäcker', 'Rain ob der Kiesgrube')";;1;1;1;1;1;1;1;1;0;0;0;0
1516;1991;1;"Gruppe von 11 Hügeln, 2500 m s von Ort (in Literatur auch unter 'Rielasingen' geführt); Grabungen von Wagner 1904/05 in 5 Hügeln und 1959 vom LDA in einem derselben (mit tangential angelegten, wohl frühlatènezeitlichen Gräbern); auch frühlatènezeitliche F";3488000;5289000;1859;;"Wald 'Schnaidholz'";11;3;1;1;1;0;0;0;1;0;0;0;0
1517;1989;1;"Gruppe von mindestens 14 Hügeln, 5000 m sw von Ort; Grabungen von Wilhelmi 1827/28; hauptsächlich frühlatènezeitliche, aber auch hallstattzeitliche Funde [nach Kurz ""im Bereich eines neolithischen Gräberfeldes errichtet]; Lit.: Wilhelmi, Beschreibung der ";3487000;5455000;1860;;"'Großer Wald', Abt. 'Drei Buckel'";14;1;1;0;1;1;0;0;1;0;0;0;0
1518;1990;1;"Gruppe von mindestens 7 Hügeln, ca. 5000 m onö von Ort; Grabung 1829 von Wilhelmi mit neolithischen, latènezeitlichen und mittelalterlichen Funden; 1938 wurden hallstattzeitliche Scherben aufgelesen, die evtl. von Bestattung stammen";3495000;5460000;1860;;"Wald 'Osterholz'";7;3;1;0;0;0;1;0;1;0;0;0;0
1519;1988;1;"Gruppe von mindestens 7 Hügeln, 1900 m n von Ort; Funde hauptsächlich des Neolithikums und der Latènezeit; nur ein von Präparator Eckert 1908 gegrabener Hügel enthielt hallstattzeitliche Funde";3489000;5461000;1860;"Hoffenheim";"'Großer Wald'";7;3;1;0;1;1;0;0;1;0;0;0;0
1520;1456;3;"Brandgrab, 220 m nnö der Kirche von Ort; Auffindung 1961 bei Kanalbauarbeiten; HaC";3587000;5522000;1011;;;;3;1;1;0;0;0;0;0;0;0;0;0
1521;1523;1;"Gruppe von 12 Hügeln, 2400 m sö der Evang.-Luth. Pfarrkirche in Ort; Ausgrabungen 1900 (2 Hügel), 1917 (2 Hügel) u.1957; Funde der jüngeren Hallstatt- und der frühen Latènezeit; Dm. 7-35 m, H. 0,5-2 m (evtl. tatsächlich Dünen, die sekundär als Grabhügel v";3576000;5507000;1104;;"Waldabt. 'Nördliche Alttanne'";12;2;1;0;1;0;0;0;1;0;0;0;0
1522;1264;1;"Gruppe von 4 Hügeln (2 erhalten), 2400 m sö der Kirche von Ort; Grabungen 1831 oder 1833 (Recknagel) (3 Hügel), 1882 (Klopfleisch), 1975 und 1992 (W. Jahn/Ostheim). 2 Hügel durch Straßenbau zerstört; daraus Funde der Schnurkeramik, der älteren Hallstattze";3584000;5591000;1049;;"'Hundsrücken', 'Am Heidelberge'";4;2;1;1;0;1;0;0;1;0;0;0;0
1523;1254;1;"Gruppe von 4 Hügeln, 2500 m nw der Kirche von Ort; Grabung Klopffleisch 1882 (1 Hügel); Dm. 6-12 m, H. 0,5-1,5 m";3580000;5594000;1049;;"'Rodehauck'";4;3;1;0;0;0;0;0;0;0;0;0;0
1524;1256;1;"Gruppe von 7 Hügeln, 1400 m nö der Kirche von Stetten; Grabung an einem Hügel 1926 von G. Hock; Dm. 5-8, H. 0,8-1,2 m (nach Abels beide Gräberfelder Stetten in Literatur nicht getrennt)";3582000;5596000;1049;"Stetten";"'Im Fichtenwald'";7;3;1;0;0;0;0;0;0;0;0;0;0
1525;1255;1;"Gruppe von 18 Hügeln, 1100 m osö der Kirche von Stetten; Grabungen 1831 (Bechstein) und 1882 (Klopffleisch) und 1926 (Hock); daraus Funde der Urnenfelder- und Hallstattzeit; Dm. 3-8, H. 0,8-1,5 m (nach Abels beide Gräberfelder Stetten in Literatur nicht g";3582000;5595000;1049;"Stetten";"'Jungholz'";18;3;1;0;0;0;0;1;0;0;0;0;0
1526;877;1;"Gruppe von ehemals mindestens 10 Hügeln, 1650 m ssw der Kirche von Gestungshausen + 1100 m osö von Ortsmitte, südlich des Zigeunerhölzchens; mindestens 10 Hügel, heute größtenteils zerstört; Untersuchungen in 40er + 80er Jahren des 19. Jhs.; auch hügelgrä";3655000;5568000;820;"Weischau";;10;3;1;0;0;0;1;0;0;0;0;0;0
1527;878;1;"Gruppe von ehemals etwa 3 Hügeln, 1000 m wnw von Ort; Untersuchungen 1845 + 1852, näheres unbekannt; HaC";3653000;5570000;820;"Zedersdorf";"'Am Birkenschnettanger'";3;3;1;1;0;0;0;0;0;0;0;0;0
1528;2712;2;"Grabhügel, 750 m w von Ort; Pferdeskelett und Hallstattscherben";3513000;5361000;732;;"'Eischerbuck'";;3;1;0;0;0;0;0;0;0;0;0;0
1529;2711;2;"Grabhügel; Grabung von Dorn";3513000;5361000;732;;"'Kurtshart'";;3;0;0;0;0;0;0;0;0;0;0;0
1530;3013;4;"Wohl Grabfund, 2000 m onö der Kirche von Ort; Lesefunde von Keramik 1970";3517000;5357000;732;"Erpfingen";"'Ob dem dicken Hau'";;3;1;0;0;0;0;0;0;0;0;0;0
1531;744;1;"2 Körperbestattungen, 200 m w der Kirche, im Steinbruch am w Hang des Dreifaltigkeitsberges; entdeckt 1933";3482000;5327000;761;;"'Dreifaltigkeitsberg'";;3;1;0;1;0;0;0;0;0;0;0;0
1532;2867;2;"Grabhügel, sw von Ort, am Rande der 'Leiten'; Grabung 1885 von J. Naue; Brandbestattung in Steinkranz, Eisenschwert";3665000;5289000;2080;;"'Hinterberg'";;3;1;1;0;0;0;0;0;0;0;0;0
1533;2868;1;"Gruppe von 16 Hügeln, n der Straße von Ort nach Hofheim; Grabung 1885 von J. Naue (3 Hügel); auch BzD-Funde";3666000;5289000;2080;"Waltersberg";;16;3;1;0;1;0;1;0;0;0;0;0;0
1534;582;1;"2 verflachte Grabhügel, 1400 m nnö von Ort; Grabungen von Dorn 1896/97 [Dokumentation offensichtlich nicht verwertbar]";3527000;5370000;733;"Bleichstetten";"'Urlach'";2;3;1;1;1;0;0;0;0;0;0;0;0
1535;2710;3;"Körperbestattung, nicht mehr zu lokalisieren; dabei Gürtelblech";3524000;5367000;733;"Ohnastetten";;;3;0;0;1;0;0;0;0;0;0;0;0
1536;583;1;"Gruppe von 10 Hügeln, 3500 m n von Ort, 1100 m sö vom Gestütshof St. Johann; Grabungen 1884 von v. Föhr (2 Hügel), 1887 von Fraas (3 Hügel), 1891 von Eisenlohr (Reutlinger Geschichtsverein) (1 Hügel; Grabung evtl. auch 1893); Lit.: Fundber. Schwaben 1, 18";3525000;5372000;733;"Würtingen";"'Eulenwiese'";10;3;1;1;1;0;0;0;0;0;0;0;0
1537;585;1;"Gruppe von 11 Hügeln, 2900 m nw von Ort, am s Fuß des Kirchlesberges; Grabung 1852 von Weiyermann und Beyttenmüller (1 Hügel), 1883 von v. Föhr, 1891 vom Reutlinger Altertumsverein (1 Hügel), 1894 von Dorn (1 Hügel), 1895 vom Reutlinger Altertumsverein (2";3523000;5370000;733;"Würtingen";"'Holzwiesen'";11;3;1;1;1;0;0;0;0;0;0;0;0
1538;584;1;"Gruppe von mindestens 13 Hügeln, davon 3 etwas abseits gelegen, am ehemaligen Rutschenhof, 3000 m n von Ort; Grabungen um 1840 von Mandelslohe, von v. Föhr 1883 (3 Hügel), von Miller 1886 (dieselben) und von E. Fraas 1887 (3 Hügel, davon einer bereits von";3526000;5372000;733;"Würtingen";"'Leimberg', 'Hesselbuchwald' ('Heselbuch [Ost]')";13;3;1;1;1;0;0;0;1;0;0;0;0
1539;1643;1;"Gruppe mit mindestens 4 Hügeln, 600 m nö-nnö der Kirche St. Nikolaus in Stadtbergen; Ausgrabung 1948 und 1949 von L. Ohlenroth und H. Eberlein (3 Hügel). In Hügel 2 mit hallstattzeitlicher Zentralbestattung fanden sich auch 7 römische Nachbestattungen. Di";3637000;5361000;1150;;"'Waffelfabrik Fiedor', 'Schloß'";4;2;1;1;0;0;0;0;0;1;0;0;0
1540;1642;1;"Gruppe von ehemals 138 Hügeln (jetzt noch 86), zwischen Leitershofen und Stadtbergen (5 Untergruppen); Ausgrabungen 1822, 1852; 1948-1949 (W. Krämer, A. Stroh), 1974, 1976 (O. Schneider) (insgesamt 16 Hügeln); weitere 9 Hügel (auf Gmkg. Leitershofen) wurd";3636000;5359000;1150;"Leitershofen, Stadtbergen";"'Weidach', 'Obere Krippen', 'Anger'";138;2;1;1;1;0;0;0;1;0;0;1;0
1541;1299;1;"Brandgräber, 600 m sw der Kirche von Ort; Auffindung E. Hermann 1995 bei Straßenbauarbeiten. Mehrere Erdverfärbungen mit Keramik, einer vollständigen S-Profil Schüssel, Bronzedraht, Fußzierfibel; HaC-Funde";3598000;5565000;1071;"Oberlauringen";"
";;3;1;1;1;0;0;0;0;0;0;0;0
1542;3097;1;"Gruppe von mindestens 10 Hügeln, 1650 m nnö der Kirche von Ort; Grabung der Uni Bamberg 2001-2002 (1 Hügel); Dm. 8-12 m, H. 0,7-1,5 m; Lit.: Arch. Jahr Bayern 2001, 184";3602000;5562000;1071;"Wettringen";"Waldabt. 'Neuses' ('Vorderes Hölzchen')";10;2;1;1;1;0;0;0;0;0;0;0;0
1543;944;1;"Mehrere Grabhügel, Gmgk. Frauendorf und Krögelhof, nicht genau zuordbar; Steinhügel, teilweise angetrichtert, 10 Hügel bis 1846 untersucht; HaC-D";3647000;5547000;782;"Frauendorf";;10;3;0;1;1;0;0;0;0;0;0;0;0
1544;932;3;"Grab (HaD)";3646000;5556000;782;"Grundfeld";;;3;0;0;1;0;0;0;0;0;0;0;0
1545;3043;1;"Mehrere Grabhügel; daraus 1973 Lesefunde";3649000;5549000;782;"Kaider";;;3;0;0;0;0;0;0;0;0;0;0;0
1546;945;1;"2 Grabhügel, am N-Ausgang von Ort, nordwestlich der Straße nach Schwabthal; angetrichtert, nachuntersucht 1938; HaD";3650000;5548000;782;"Kümmersreuth";;2;3;1;0;1;0;0;0;0;0;0;0;0
1547;795;1;"Gruppe von etwa 10 großen Steinhügeln, 500 m nw von Ort; 8 Hügel vor 1856 angetrichtert (L. Hermann); Grabung im Auftrag des LfD 1970, Lesefunde 1977-80 (u. a. Knochen von 3 Individuen); HaC-LtA";3650000;5548000;782;"Kümmersreuth";"'Deisenstein'";10;3;1;1;1;0;0;0;1;0;0;0;0
1548;949;1;"Gruppe von ehemals 5 Hügeln (heute zerstört), 2800 m osö der Kirche von Frauendorf + 1500 m n von Kümmersreuth; in dichter Lage, untersucht 1936 vor Zerstörung durch Straßenbau, mit ""Kalenderbergkeramik""; HaC-D; Lit.: Germania 21, 1937, 188f.";3650000;5550000;782;"Schwabthal";;5;3;1;1;1;0;0;0;0;0;0;0;0
1549;950;1;"Gruppe von ehemals 6 Hügeln (1 erhalten), 3200 osö von Kirche von Frauendorf + 1100 m n von O-Ausgang von Kümmersreuth; 1937-39 untersucht; BzC, HaC, LtA";3650000;5549000;782;"Schwabthal";;6;3;1;1;0;0;1;0;1;0;0;0;0
